question_id,question_short,dim0,dim1,dim2,dim3,dim4,dim5,dim6,question_mean
2899,other elite loyalty,0.35943639709555236,0.32012564635278457,0.12067114367421077,1.6967911642254568e-09,0.47065916361934873,0.06194724101057769,0.10432828416475276,0.19548872180451127
2910,is kin to elites,0.30595971696297025,0.33591687028038203,3.2461166102725565e-12,0.02351643884895396,0.04884739320555532,1.3278837629484116e-12,0.15847718727665172,0.1111111111111111
2941,is anthropomorphic,0.9999999728798841,0.9665201642639049,0.27630509232585626,0.7127236618001481,0.2996291775363312,0.6400115412536489,0.41026729842417536,0.6289592760180995
2944,is chthonic,0.08484294721235783,0.2856157474672957,0.13461401653866392,0.19848560269473495,0.10636950774374969,1.563078086802694e-12,0.02056773868300015,0.11538461538461539
2948,is sky deity,0.7085718789481763,0.7461413294410838,0.3547056939843366,0.9999999999491593,0.5427781348633639,0.0024435175617880975,0.5065925887229237,0.5468409586056645
2958,is monarch fused,2.0917378303247887e-12,0.7433335876827584,0.07699224024026585,0.06757787569145741,0.02729660703916775,0.04318294421899372,0.044744313758940765,0.11529933481152993
2984,is unquestionably good,0.4544047455419842,0.7778509300309104,0.9999999999966506,0.9999999999983145,0.9767278373280803,0.9772319882506941,0.656291530042291,0.854679802955665
3192,positive emotion,0.9430267569525475,0.9999999999975591,0.556974275013469,0.9999999999984823,0.9999999999979436,0.9999999999984857,0.3273188236227847,0.8695652173913043
3218,permissible to worship other god?,0.9810143916827233,0.7831354231119766,0.16277594271898624,0.02415760693949103,0.3874793748747241,0.06581719501600063,0.8581329395333155,0.4385150812064965
3229,negative emotion,0.885313400182966,0.9451054975062713,4.136859184472125e-12,0.9999999999967167,0.953241848637287,0.9999999999946096,0.1030039288608364,0.7428571428571429
3233,knowledge this world,0.9999999999982901,0.999999999997726,0.9999999999983673,0.9999999999983693,0.9999999999983072,0.9999999999985485,0.8281180930806747,0.9865470852017937
3247,causal efficacy the world,0.9999999999973499,0.9783591104233387,0.9570089113715365,0.9501420217575011,0.970090615072642,0.9601626497050082,0.4554267954065897,0.9134396355353075
3283,possesses hunger,0.7829395817548993,0.44533118206177397,1.7139500983565234e-12,0.21720544156809304,0.5810897109050175,0.025946716560285535,1.324371443343003e-11,0.2796833773087071
3288,indirect causal efficacy the world,0.9323496647351347,0.9680076168690825,0.687097776129977,0.7961601866512402,0.5680823583076429,0.8066665251279131,0.8893573488846241,0.7964824120603015
3296,communicates with living,0.9760388209652738,0.9826687423321316,0.855329655195339,0.9423492024547813,0.9999999999975442,0.9999999999856032,0.25132827820038917,0.8820638820638821
3328,is monarch manifestation,4.309011354150396e-12,0.9054897787589979,6.327695374373723e-12,0.15602273771615527,0.30450481378387,0.03366485626394557,0.16737905789105606,0.19004524886877827
