question_id,question_short,dim0,dim1,dim2,dim3,dim4,dim5,dim6,question_mean
2861,murder other religions,0.9550628427423024,0.9999999999983116,0.554862518014332,0.8315735977994015,0.9999999999980844,0.1621748225735285,0.9375233328266823,0.7966101694915254
2883,murder coreligionists,0.9999999999983226,0.9999999999983186,0.651873097342121,0.9394651143464302,0.999999999992527,0.43600223553968276,0.9999999999970938,0.8781163434903048
2887,honouring oaths,0.949008947335253,0.9999999999985284,0.8997067044169103,0.9999999999978556,0.9999999999981345,0.7603603296738988,0.9725783429133925,0.9453551912568307
2898,ritual observance,0.7281633171798049,0.9999999999985977,0.9016504604398414,0.9999999999979795,0.9999999999981559,0.9416661073220479,0.9245299464657433,0.9299191374663073
2899,other elite loyalty,0.08494106381643868,0.05203898250319493,0.40768480667100204,0.40183602940742746,0.12479139153595128,0.15942784961937118,0.30319441747572407,0.19003115264797507
2902,non-lethal fighting,0.9483939999007722,0.9742748972556102,0.8536777831024843,0.8277258206903709,0.9960625823492328,0.1052927252687976,0.6599971202409893,0.7811550151975684
2910,is kin to elites,1.8320058072078034e-12,0.0644129579628922,0.05286235464365858,0.25927669214587984,2.0466437563056394e-12,0.30926140300289684,0.11425492529176073,0.1044776119402985
2911,lying,0.9999999999982654,0.9999999999986681,0.9423171206268107,0.9654862138195249,0.9815864771346496,0.24183310459109789,0.9999999999955143,0.8873626373626373
2917,laziness,0.964304663653174,0.9999999999982396,0.912779579904852,0.9088459255011455,0.9999999999980022,0.18376000883899382,0.5716539683256995,0.8221574344023324
2921,property crimes,0.9999999999965287,0.9999999999986385,0.9999999999974448,0.9999999999978577,0.9999999999981292,0.4104696128677415,0.776369227408857,0.896358543417367
2923,shirking risk,0.6356431362978127,0.9113451152173783,0.908373129798749,0.8671748366421957,0.8890398770957831,0.08611847351851114,0.14169156774637073,0.654485049833887
2928,prosocial norm adherence,0.9999999999982051,0.9718618018354714,0.9527652390220965,0.9597813872871162,0.9999999999978253,0.7561898032453993,0.951161386156869,0.9455040871934605
2930,performance of rituals,0.7825121009274548,0.9864611089158464,0.9999999999974972,0.9807240620253722,0.9999999999980534,0.9603084753885166,0.950215266337728,0.9486486486486486
2939,personal hygiene,0.39378349638748095,0.9354141002977877,0.9999999999968532,0.9529925858320041,0.9999999999969705,0.43010426575789124,0.48994890526935875,0.7484848484848485
2941,is anthropomorphic,0.6068672003391852,0.9350097054956061,0.05395542999627358,0.9722380717757335,0.1253301402926994,0.9053273072460202,0.47366621512015206,0.6197604790419161
2942,gossiping,0.9285242440511305,0.9999999999950072,0.9999999999974339,0.8760946229868231,0.9999999999978365,2.5369219680063285e-12,0.5167319871038658,0.7810650887573964
2944,is chthonic,1.7705351540799024e-12,0.0602659293000321,0.22663533665484367,0.15698492116502383,0.24520557471691481,0.09701638492202885,0.03209757428870333,0.11144578313253012
2948,is sky deity,3.0630038170340264e-09,0.8156585035091595,0.5781769610964828,0.6763990168280595,0.4195804388609614,0.7863020042112097,0.6353021101738973,0.5512048192771084
2958,is monarch fused,0.0705208141891041,0.1068198630548811,4.480372353050923e-12,0.5134180499466423,0.057048719732954646,0.04932874583610845,0.03411190449608014,0.12195121951219512
2962,sorcery,0.9136730019050417,0.9999999999981583,0.9999999999973344,0.7631900508063041,0.9999999999970492,0.34397414562743894,0.6285828811657446,0.8290598290598291
2970,taboos,0.5772819073372671,0.9050549132127478,0.999999999996071,0.8816450898326117,0.9935949137763701,0.6258105394098734,0.7161757916310671,0.8192090395480226
2972,murder other polities,0.9999999999982919,0.9730492905904232,0.48435587802737756,0.8054720976293759,0.9999999999980389,0.19654925601935117,0.8926332000492975,0.7847025495750708
2974,disrespecting elders,0.9829257646545989,0.9722777264667349,0.9999999999974364,0.9999999999977935,0.9999999999978157,0.3673248958583645,0.8376303054733725,0.8914285714285715
2978,sex,0.9999998175926473,0.9999999999911025,0.8591687614038191,0.8654646959657657,0.9705835710620623,0.4514093627044069,0.7838623596218061,0.8670360110803325
2982,conversion non-religionists,0.8783017443484509,0.9738493305990596,0.7190540536045071,0.39192333568556476,0.975382950361709,0.020655653911766516,0.32240452515707274,0.6507042253521127
2984,is unquestionably good,0.9999999999976182,0.9999999999983307,0.9999999999971547,0.8176316138467877,0.9999999999979301,0.2053198752570129,0.9001150756856863,0.8685015290519877
2985,economic fairness,0.9154201471006493,0.9643756287122911,0.9159552177794223,0.8262052716448116,0.9737174808654809,0.17301002271231578,0.5425142113115335,0.7813411078717201
3192,positive emotion,0.9358814297459789,0.9999999999984192,0.9999999999971065,0.9999999999976008,0.5552276946843533,0.916410001521717,0.6977671416703699,0.8840125391849529
3218,permissible to worship other god?,0.12847842855935485,0.18917569389645653,0.24284403629823162,0.8810962803050003,0.023008590418399005,0.8791946562107931,0.6162511495302739,0.3780487804878049
3229,negative emotion,0.8213095777469822,0.9332277515532553,0.9140996760284956,0.9999999999967056,0.3929811826434718,0.6554110983703568,0.4605790486454283,0.759375
3233,knowledge this world,0.9999999999982526,0.9999999999986103,0.9999999999972788,0.9999999999978163,0.9999999999980427,0.999999999997571,0.9664507538481191,0.9970059880239521
3247,causal efficacy the world,0.9815536258863824,0.9717467203451989,0.9999999999972093,0.9541210663016159,0.980870665461491,0.975627228219328,0.8991861529212006,0.9695121951219512
3283,possesses hunger,0.06048718571987915,0.22572151309568297,0.662608517471466,0.6224573426399175,2.9707272640578023e-12,0.8275255077815548,0.04519726598461776,0.31210191082802546
3288,indirect causal efficacy the world,0.7539130713855078,0.8551566330967791,0.6295837503250947,0.8844153193822248,0.7090694670262829,0.9163015196913363,0.9021776411814835,0.8038585209003215
3296,communicates with living,0.999999999998165,0.9999999999973117,0.9999999999971131,0.9776021358619156,0.9142047361180292,0.9240386597606903,0.7388157776436265,0.9495268138801262
3328,is monarch manifestation,0.022837928467084292,0.3121653258436425,0.3694355468661325,0.5640589090855768,1.8027060124675357e-11,0.12356511927056246,0.1960233464754783,0.21779141104294478
