question_id,question_short,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,question_mean
4829,is anthropomorphic,0.43516681710064425,0.5738611268294675,0.6997028197800373,0.8440075766273527,0.9590662506665641,0.32113692602115407,0.9999999936758693,0.04589016113180283,0.18560290715765232,0.9653667433983283,0.6137787056367432
4830,is sky deity,0.47272937704921913,0.10611750121167572,0.7945123064102911,0.4912400852613327,0.8057290707936406,0.2141320865709833,0.9133371478648129,0.913755037347278,0.3771026384907729,0.881529055868534,0.5894308943089431
4831,is chthonic,6.202098816909218e-12,5.642984839569048e-12,4.273626056966021e-12,6.042058494432368e-12,0.31528589269156504,3.217744368002493e-12,0.28257523947602076,0.7113829003305595,2.949797952106592e-12,0.13609167143578002,0.14049586776859505
4832,is monarch fused,0.09668487531452873,0.0008218468359667884,0.16635365391935508,3.0187436865424825e-12,0.6647826373182023,0.08038727382370449,0.04731101374870375,0.055793946301212,4.816792458711101e-12,0.08645156693795854,0.10204081632653061
4833,is monarch manifestation,1.5269199985776134e-05,0.06995286993555282,0.2221663850782455,5.049123130822617e-12,0.9050064939402683,2.5885992962522802e-12,0.08262476931564257,0.16242918009320476,0.07647401192238347,7.550341115119079e-12,0.13125
4834,is kin to elites,3.015565031666314e-12,1.6723203462074586e-12,0.29821576420204793,0.15847418269929373,0.3207229122356049,3.0825535299394832e-12,0.02069719274055006,0.032795295913474944,0.11593745653268947,0.3769271288357231,0.11546840958605664
4835,other elite loyalty,0.17879145381561237,0.043448261391663426,0.18018063073309154,0.5247126361104558,0.39003981308672775,0.12751850922949595,0.03302886259032814,0.13201648609120428,0.07078720169912041,0.32025111359441794,0.1889400921658986
4836,is unquestionably good,0.9999999999960796,0.9195189558573043,0.852889849425617,0.7286983130457627,0.7019331369629404,0.9999999999968805,0.9499808638347544,0.9999999999976072,0.4937531136415228,0.14131648342514275,0.8086560364464692
4838,knowledge this world,0.9999999999976582,0.9999999999981242,0.9999999999930808,0.9760500869915822,0.9999999999970608,0.9999999999931085,0.9999999999977202,0.999999999997782,0.6675786637270182,0.9999999999971152,0.976890756302521
4849,causal efficacy the world,0.8420780443624508,0.9999999999976981,0.7955097961267835,0.9999999999737057,0.9750991257056306,0.9741189490435831,0.9999999999972543,0.9999999999967317,0.4072104186735335,0.9999999999962276,0.9152542372881356
4852,indirect causal efficacy the world,0.41005126727501057,0.9165347146602467,0.8438000170002411,0.7299394779950839,0.9649506093737553,0.6428089239271901,0.884368466794718,0.9413909521639,0.8297535727726436,0.94526478330837,0.8091787439613527
4853,positive emotion,0.9999999999972543,0.9823180403838228,0.5353248812609263,0.9999999999975051,0.9999999999972489,0.47372492008555633,0.9999999999979027,0.7855817774540395,0.15856029712921935,0.919525856963897,0.8194774346793349
4854,negative emotion,0.9228937272399013,0.9999999999956276,7.240127363860198e-12,0.9198954393632397,0.9784114012621724,4.233158085245923e-12,0.9999999999838305,0.5334101168990959,0.09423505753348017,0.9808248328337104,0.6825775656324582
4855,possesses hunger,0.049819785938238575,0.07544637146174205,0.1799420862365249,0.47350088875568536,0.5545449208517594,4.909636015294628e-12,0.07161533700444957,0.206499962581312,5.401210076014799e-12,0.9999999999861291,0.2271604938271605
4856,permissible to worship other god?,0.0776471297545298,0.0068462396883158345,0.8999283685839164,0.9903440819359614,0.9206396557119703,0.1084619373338421,0.06559953209920623,0.07844953723292925,0.8543216404752775,0.999999999996832,0.47334754797441364
4858,communicates with living,0.7909048875699596,0.9999999999978215,0.7493377333703882,0.9999999999972725,0.9999999999921949,0.8365744478753404,0.940626125972865,0.9287572173630834,0.15538170024234818,0.9247616777403899,0.8496583143507973
