entry_id,entry_name,poll_id,poll_name,description,year_from,year_to,region_id,expert_id,expert_name,editor_id,editor_name,date_created,date_modified,data_source,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8
173,Johannine Christianity,35,Religious Group (v5),Johannine Christianity,90,120,483,138,Rikard Roitto,18,Robyn Walsh,2014-11-27 23:05:55.000 +0100,2017-11-17 14:55:22.556 +0100,Database of Religious History (DRH),0.006598473802616257,0.057962335290335586,1.2517448051695357e-14,0.13556735933836614,0.005437990955296341,0.6249450878042128,0.02828906229913966,0.14119963422685355,5.628316697474075e-08
174,Matthew-James-Didache Movement,35,Religious Group (v5),Matthew-James-Didache Movement,50,160,352,139,Vojtech Kase,18,Robyn Walsh,2014-11-27 23:11:25.000 +0100,2017-11-17 14:55:22.558 +0100,Database of Religious History (DRH),0.001436389408412549,0.04349245456468567,2.4205253401043623e-15,0.09946488263213588,0.004850084416834748,0.6940968980955915,0.00022582137595037981,0.15643341393136986,5.557501699752987e-08
176,Qumran Movement,35,Religious Group (v5),Qumran Movement,-150,68,486,145,Jutta Jokiranta,58,Jennifer Singletary,2014-11-27 23:22:29.000 +0100,2017-11-17 14:55:22.561 +0100,Database of Religious History (DRH),0.02334390413404562,0.9697183669022967,2.4803668098011513e-25,1.4844581565826967e-12,0.006937728953656076,6.407671713823665e-12,1.2103671456680002e-15,2.108223090367923e-12,7.34648936192546e-21
178,Ancestral Cult of the Han,35,Religious Group (v5),,-206,220,104,69,Ken Brashier,45,Matthew Hamm,2015-01-16 23:33:23.277 +0100,2017-11-17 14:55:22.563 +0100,Database of Religious History (DRH),0.24201983394243068,0.07674192100992949,0.05290473913550588,0.1367298772779355,0.03583164394962091,0.2176185097930323,0.21583780067152733,0.022315529572841542,1.446471764351838e-07
180,Chinese Folk Religion,35,Religious Group (v5),,-350,200,10,18,Mu-chou Poo,6,Matthew Hamm,2015-01-20 04:08:04.848 +0100,2017-11-17 14:55:22.564 +0100,Database of Religious History (DRH),0.24201983394243068,0.07674192100992949,0.05290473913550588,0.1367298772779355,0.03583164394962091,0.2176185097930323,0.21583780067152733,0.022315529572841542,1.446471764351838e-07
182,Pauline Christianity,35,Religious Group (v5),Pauline Christianity,48,56,489,146,Anders Petersen,46,Megan Daniels,2015-01-26 20:42:38.000 +0100,2017-11-17 14:55:22.567 +0100,Database of Religious History (DRH),0.009808836699307797,0.012198945145432821,1.1692861681889018e-26,1.5359777562174322e-12,0.011522617431610918,0.9664225003063028,4.7100415261537165e-05,5.481329379188652e-13,2.8577130183455526e-17
184,Chinese Buddhism (Northern Wei),35,Religious Group (v5),,386,534,7,20,Eric Greene,6,Matthew Hamm,2015-01-30 00:54:29.944 +0100,2017-11-17 14:55:22.569 +0100,Database of Religious History (DRH),0.1857702851672942,0.11080767028585783,0.0541037596644556,0.14301221584062854,0.029956825961799244,0.17572100685300174,0.0771824238665202,0.1484149656059615,0.0750308467544812
185,Shinnyo-en,35,Religious Group (v5),,1936,2013,86,51,Casey Collins,6,Matthew Hamm,2015-02-04 05:47:04.645 +0100,2017-11-17 14:55:22.571 +0100,Database of Religious History (DRH),0.577044021038779,0.027401945464059378,0.09718373613777238,2.1718126944046552e-08,0.008254929381921388,0.06514823892048055,0.22496710733502218,1.7349663082283453e-12,2.103060285152146e-12
186,Buddhism (Late Ming),35,Religious Group (v5),,1590,1644,138,22,Beverley Foulks McGuire,6,Matthew Hamm,2015-02-04 06:37:13.108 +0100,2017-11-17 14:55:22.572 +0100,Database of Religious History (DRH),0.14197133893731373,0.09830981210385899,0.05410814876568184,0.05520007580822322,0.1488082042442617,0.1423713248938114,0.13371843246660453,0.13002308433024734,0.09548957844999723
187,Chinese State Religion (Shang and Western Zhou),35,Religious Group (v5),,-1750,-850,7,17,Lothar von Falkenhausen,23,Katrinka Reinhart,2015-02-11 00:40:37.114 +0100,2017-11-17 14:55:22.573 +0100,Database of Religious History (DRH),0.7366838095017124,0.004548910794438558,2.294517933712944e-13,1.9477928101251976e-19,0.0036569627807399897,0.013518501721531233,0.24159181520134843,1.6597013755183715e-25,9.804994703810941e-28
189,Israelite Religion,35,Religious Group (v5),Israelite Religion,-1200,-515,44,40,Shawn Flynn,18,Robyn Walsh,2015-02-16 05:16:19.000 +0100,2017-11-17 14:55:22.574 +0100,Database of Religious History (DRH),0.1212817646064858,0.11792452699451736,0.05219703973410744,0.09086464931931303,0.12383740762501474,0.12383740762498113,0.12255720257195428,0.12367488854079202,0.12382511298283418
190,Sri Lankan Buddhism (1948-Present),35,Religious Group (v5),,1948,2015,488,151,Dan Kent,24,Travis Chilcott,2015-02-28 19:08:48.176 +0100,2017-11-17 14:55:22.576 +0100,Database of Religious History (DRH),1.5698729746763074e-27,2.0803980127155253e-27,0.9999923694678066,8.589130113242815e-14,2.444336870862847e-15,2.2618945079396537e-48,8.297250427837957e-16,1.0078503988995655e-37,7.630532104202546e-06
193,Fijian Religion (contemporary),35,Religious Group (v5),Fijian Religion (contemporary),2000,2013,32,42,John Shaver,15,John Shaver,2015-03-04 07:15:19.000 +0100,2017-11-17 14:55:22.580 +0100,Database of Religious History (DRH),0.3366824472932759,0.15084824361025229,1.1998607574857115e-14,0.09310845168761135,0.0004993964880269147,0.03238492348602956,0.3566042095064031,0.025332478438599964,0.0045398494897890065
195,Shakta Religion,35,Religious Group (v5),,500,1100,43,57,James Pierce,24,Travis Chilcott,2015-03-04 20:27:02.754 +0100,2022-02-10 18:12:34.066 +0100,Database of Religious History (DRH),0.19463837411176071,0.08654943228803398,0.06527849077551401,0.12395635215248225,0.02339861730159366,0.1372518102034542,0.1875054417899409,0.12077501454749145,0.060646466829728775
196,Pauline Christianity (ca. 45-60 CE),35,Religious Group (v5), ,45,60,479,4,Fred Tappenden,18,Robyn Walsh,2015-03-18 18:55:48.000 +0100,2017-11-17 14:55:22.590 +0100,Database of Religious History (DRH),0.0003036857640932551,0.026341806773536147,1.778897188823537e-15,0.033433137816339595,0.00013187420492354575,2.2090623598624163e-12,6.549260936274293e-05,0.9113341694201208,0.02838983340941306
197,Gönlung Monastery (dgon lung byams pa gling),35,Religious Group (v5),,1604,1958,490,5,Brenton Sullivan,6,Matthew Hamm,2015-03-24 00:34:30.020 +0100,2017-11-17 14:55:22.591 +0100,Database of Religious History (DRH),3.314302107486791e-13,7.9177278305264e-14,0.9955289131264751,3.767486739385228e-13,0.004471086854991798,1.7251971567100194e-35,5.0271616900421926e-14,9.753399552676646e-24,1.769562061394059e-11
199,Mithraism,35,Religious Group (v5), ,100,400,132,60,Roger Beck,46,Megan Daniels,2015-04-02 00:18:50.701 +0200,2018-03-08 02:15:21.882 +0100,Database of Religious History (DRH),0.18216705042799192,0.10865842426088189,0.06311440080271649,0.1487838689333023,0.02937577783622082,0.17231268977061234,0.0764759718264763,0.14553628153957895,0.073575534602219
211,Amarna Religion,35,Religious Group (v5),"Tell el-Amarna is the modern name for the ancient city, Akhetaten. It was created by Amenhotep IV, who would later change his name to Akhenaten. This ruler emphasized the role of the god Aten, promoting the belief that this god was primary among all other gods in ancient Egypt, and presented himself as the god's one true prophet and intermediary. This meant that the other Egyptians were cut off from direct access to their gods. At this time in Egyptian history, the god Amun had become particularly prominent, and Akhenaten's workers moved through Egypt erasing the name of Amun (as well as his divine family members, Mut and Khonsu). Aten is the solar disk, and so the religion of this period, often referred to as Amarna Religion, emphasizes solar elements. Access to light and sun were central to the practice of Amarna Religion, including leaving temple spaces open. This period is a dramatic and short break from the normal state of affairs in ancient Egypt. After Akhenaten's death, traditional religion was returned to Egypt, with considerable efforts to erase any references to Akhenaten, or, ""that fallen foe from Amarna"". The city of Akhetaten was abandoned, which has left it well preserved for modern excavators. In modern periods, Amarna Religion has often been seen as the earliest monotheistic religion, though this is an oversimplification of at least religious practice at this time. While Akhenaten promoted the Aten as the most important god, and then the only god, there is significant evidence for the worship of other gods at this time, particularly in domestic contexts, including at Amarna. There is therefore evidence that not all Egyptians followed the ideas put forward by Akhenaten. Sigmund Freud, however, who was an avid reader of the Egyptologist James Henry Breasted, identified Amarna as the source of biblical monotheism, which is a big reason that this period is so well known by the public.",-1350,-1320,34,707,Thomas Schneider,5,Courtney Fitzsimmons,2015-04-08 18:45:44.060 +0200,2022-03-11 19:18:39.657 +0100,Database of Religious History (DRH),4.641796466364939e-13,5.716856590391403e-14,0.4813141748929899,4.690696495442722e-20,6.062795186976947e-12,1.696930852233801e-24,0.5186858251004259,8.528356819435262e-41,2.6314106238728674e-28
211,Amarna Religion,35,Religious Group (v5),"Tell el-Amarna is the modern name for the ancient city, Akhetaten. It was created by Amenhotep IV, who would later change his name to Akhenaten. This ruler emphasized the role of the god Aten, promoting the belief that this god was primary among all other gods in ancient Egypt, and presented himself as the god's one true prophet and intermediary. This meant that the other Egyptians were cut off from direct access to their gods. At this time in Egyptian history, the god Amun had become particularly prominent, and Akhenaten's workers moved through Egypt erasing the name of Amun (as well as his divine family members, Mut and Khonsu). Aten is the solar disk, and so the religion of this period, often referred to as Amarna Religion, emphasizes solar elements. Access to light and sun were central to the practice of Amarna Religion, including leaving temple spaces open. This period is a dramatic and short break from the normal state of affairs in ancient Egypt. After Akhenaten's death, traditional religion was returned to Egypt, with considerable efforts to erase any references to Akhenaten, or, ""that fallen foe from Amarna"". The city of Akhetaten was abandoned, which has left it well preserved for modern excavators. In modern periods, Amarna Religion has often been seen as the earliest monotheistic religion, though this is an oversimplification of at least religious practice at this time. While Akhenaten promoted the Aten as the most important god, and then the only god, there is significant evidence for the worship of other gods at this time, particularly in domestic contexts, including at Amarna. There is therefore evidence that not all Egyptians followed the ideas put forward by Akhenaten. Sigmund Freud, however, who was an avid reader of the Egyptologist James Henry Breasted, identified Amarna as the source of biblical monotheism, which is a big reason that this period is so well known by the public.",-1350,-1320,34,707,Thomas Schneider,5,Courtney Fitzsimmons,2015-04-08 18:45:44.060 +0200,2022-03-11 19:18:39.657 +0100,Database of Religious History (DRH),1.0735995594193762e-12,1.0487095212133227e-12,0.9640167964573224,8.084579832322055e-19,2.020266159368343e-10,3.83758300478629e-22,0.03598320333852874,1.821452350662037e-38,1.5086933973522786e-26
212,Warring States (China) Religion,35,Religious Group (v5),,-481,-206,467,31,Armin Selbitschka,23,Katrinka Reinhart,2015-04-08 19:49:35.725 +0200,2017-11-17 14:55:22.627 +0100,Database of Religious History (DRH),6.173460367171986e-13,3.654760699963667e-21,0.9632438377770339,9.64226201299832e-09,2.0389676637764542e-13,1.0266354385915207e-13,0.036756152579780245,6.548744006913816e-25,1.1903726714400126e-18
224,Old Norse Fornsed,35,Religious Group (v5),,600,1100,31,38,Neil Price,9,Ben Raffield,2015-05-04 19:49:20.232 +0200,2017-11-17 14:55:22.640 +0100,Database of Religious History (DRH),0.9999999996910176,2.713187956172889e-10,8.553934753020492e-16,1.2416320864519382e-11,3.2476771315056234e-29,4.8241860093772925e-27,2.5246618446588863e-11,3.249038379962586e-22,1.9046860330796286e-37
227,Hindu Goddess Worship in Northwest India—Modern Period,35,Religious Group (v5),,1980,2000,481,128,Kathleen Erndl,24,Travis Chilcott,2015-05-06 19:41:55.895 +0200,2017-11-17 14:55:22.643 +0100,Database of Religious History (DRH),0.1174042041448775,0.21617102922428516,0.05803108306405339,0.1565598539964951,0.00041817926619528014,2.565810264799189e-13,0.22845318374421855,0.07575510626251175,0.14720736029710668
228,Late Chosŏn Korea,35,Religious Group (v5),,1600,1900,42,168,Guy Shababo,6,Matthew Hamm,2015-05-12 20:07:01.878 +0200,2017-11-17 14:55:22.644 +0100,Database of Religious History (DRH),1.0548736192180937e-24,3.8828306151108307e-26,0.9878985079700471,5.3173793857618736e-14,0.012101492029898369,3.440824387854377e-26,1.3796234274932084e-15,6.004692761390263e-37,9.245863549998956e-19
230,Religion in Mesopotamia,35,Religious Group (v5),,-3300,-539,494,112,Karen Sonik,4,Karen Sonik,2015-05-23 20:57:29.533 +0200,2017-11-17 14:55:22.645 +0100,Database of Religious History (DRH),0.05581667230785409,7.451700029983275e-10,1.2289946856841728e-15,0.0007669074493350758,8.173681164515144e-26,4.381782460638355e-14,0.9434164192926624,2.0493333300165345e-10,1.556420067501096e-21
240,Late Medieval Chinese State Religion,35,Religious Group (v5),,775,960,1443,53,Michael Hoeckelmann,6,Matthew Hamm,2015-06-23 07:00:00.000 +0200,2022-02-10 18:08:27.325 +0100,Database of Religious History (DRH),0.1591089373630468,0.11031870706669766,0.04463205907366538,0.10574654072629189,0.2000805945509222,0.2071601327219364,0.1488432168713013,0.024109500031650466,3.1159448786567484e-07
245,Warring States Confucian Thought,35,Religious Group (v5),,-450,-221,81,8,Edward Slingerland,1,M. Willis Monroe,2015-07-17 07:00:00.000 +0200,2017-11-17 14:55:22.659 +0100,Database of Religious History (DRH),0.46867011496705946,0.08423897812794857,0.046724392882244545,0.1150659766024222,0.02702712575474456,0.030118854057600893,0.22502745024163737,0.003127039533143568,6.783319884158998e-08
255,Talismanic Religion,35,Religious Group (v5),,-200,500,130,36,Jue Guo,45,Matthew Hamm,2015-08-27 07:00:00.000 +0200,2017-11-17 14:55:22.669 +0100,Database of Religious History (DRH),1.7239984504844264e-11,7.803901977481448e-12,0.5654621879959917,0.3450613043502475,2.1040865986750475e-12,8.606800922968358e-12,0.08947650760253317,7.702207860724999e-12,7.770609899176312e-12
263,Irish Catholicism,35,Religious Group (v5),Irish Catholicism,2000,2015,554,207,Conn Herriott,14,Conn Herriott,2015-10-20 07:00:00.000 +0200,2019-01-29 19:36:14.627 +0100,Database of Religious History (DRH),0.0003036857640932551,0.026341806773536147,1.778897188823537e-15,0.033433137816339595,0.00013187420492354575,2.2090623598624163e-12,6.549260936274293e-05,0.9113341694201208,0.02838983340941306
287,Mithraism,35,Religious Group (v5), ,100,400,132,264,Julia Hurley,1,M. Willis Monroe,2016-01-20 07:00:00.000 +0100,2018-03-08 02:16:31.946 +0100,Database of Religious History (DRH),0.4105079913635104,0.0391739329627348,0.04173496869444432,0.043269737628930174,0.018116164159107703,0.019315256500795828,0.4259713233311143,0.0019105951631716875,3.0196190815839644e-08
294,Xuanxue 玄學,35,Religious Group (v5),"""Arcane learning” [xuanxue] was the dominant discourse of the 3rd to the 6th centuries CE in China, which not only linked essential features of Daoist metaphysics with Confucian morality and political philosophy to create a new world view, but also served as the basis for how concepts of Buddhism were received and developed in China. Later, such concepts and terminology made their way, either directly or via Buddhism, into the formulation of Neo-Confucianism during the Song era (10th-13th centuries CE). Adherents of the xuanxue tradition such as Wang Bi and Guo Xiang are usually referred to in contemporary and later Chinese sources as belonging to the ""Daojia"" (""Men of Dao."" An older term for this movement, ""Neo-Daoism,"" is now considered misleading, since it suggest that xuanxue is primarily a renewal of the pre-Han thought of the Laozi aand Zhuangzi and fails to account for the amalgamation of that tradition of thought with many tenets of Confucianism. Xuanxue thinkers also belong more to the ""philosophical Daoism"" camp than to the ""religious Daoism"" tradition, though distinctions between the two are often ambigious and much interaction was occurring during the age of xuanxue dominance in intellectual and spiritual life. Moreover, major thinkers such as Wang Bi and Guo Xiang seem never to have engaged in such Daoist religious activities as alchemy, hygiene, magic, religious ritual, or any quest for ""transcendence"" or ""immortality"" (xian). Instead, xuanxue thinkers might also be called ""Dao scholastics"" and their tradition of thought as ""School of the Dao."" Xuanxue thinkers varied significantly in their beliefs, and the most important distinction is exemplified by how Wang Bi and Guo Xiang thought of the Dao. Whereas both regarded the Dao as a kind of blueprint or program for the generation, properties and behavior of everything, Wang Bi thought that the Dao was both transcendent to and imminent in things, Guo Xiang rejected this completely and insisted that the Dao was only immanent and had no existence apart from things. Guo was thus a materialist-monist at complete odds with Wang, who believed that the Dao was transcendent both chronologically to the existence of things at the beginning of time and also transcendent in the sense that it had a non-material existence, existing everywhere both transcendent to and imminent in all things.",200,600,574,230,Richard Lynn,51,Michael Naparstek,2016-01-24 07:00:00.000 +0100,2022-04-05 23:29:29.949 +0200,Database of Religious History (DRH),4.690642506436936e-28,4.475759535092613e-34,0.9523227130098694,4.7862027691459175e-14,9.138483206553086e-14,2.67145987507375e-47,2.4293154382602316e-05,6.027402345248069e-35,0.047652993835608795
299,Shang State Religion,35,Religious Group (v5),Shang State Religion based on the knowledge of Robert Eno and entered into the database by Edward Slingerland.,-1250,-1046,7,8,Robert Eno,1,M. Willis Monroe,2016-01-27 07:00:00.000 +0100,2017-11-17 14:55:22.686 +0100,Database of Religious History (DRH),0.23969943333994792,0.15376174297696618,0.04945181958707231,0.08246943749674322,0.09550730428889577,0.018118766345358802,0.2790912119024424,0.021053900568219486,0.060846383494353756
300,Israelite Religion,35,Religious Group (v5),,-1200,-515,44,207,Conn Herriott,14,Conn Herriott,2016-02-01 07:00:00.000 +0100,2017-11-17 14:55:22.687 +0100,Database of Religious History (DRH),0.14197133893731373,0.09830981210385899,0.05410814876568184,0.05520007580822322,0.1488082042442617,0.1423713248938114,0.13371843246660453,0.13002308433024734,0.09548957844999723
308,Neo-Assyrian Scholars,35,Religious Group (v5),,-900,-501,582,297,Anne-Caroline Rendu Loisel,4,Karen Sonik,2016-02-02 07:00:00.000 +0100,2017-11-17 14:55:22.688 +0100,Database of Religious History (DRH),0.008513102842833053,1.4661502641225458e-09,5.136920040622808e-14,0.022116150305784107,8.652163846524605e-16,3.330759325616434e-24,0.9498459927476833,0.017804889086389976,0.0017198635511069687
342,Jesus Associations and the Synoptic Gospels,35,Religious Group (v5),Merge later,50,150,6,335,Andrew Tobolowsky,18,Robyn Walsh,2016-06-04 07:00:00.000 +0200,2017-11-17 14:55:22.700 +0100,Database of Religious History (DRH),0.23713066777022768,0.07519161830093649,0.0616650066232718,0.14213116737453227,0.03510779062471396,0.21322228722225064,0.21368659818703792,0.021864722171944156,1.417250850082882e-07
354,Priests and Scholars of Hellenistic Uruk,35,Religious Group (v5),The cuneiform scholars of the Hellenistic period attached to the temples in the city of Uruk in southern Mesopotamia.  These scholars were both religious specialist and highly trained scholars of cuneiform knowledge.,-330,-125,640,320,M. Willis Monroe,1,M. Willis Monroe,2016-08-11 07:00:00.000 +0200,2020-12-18 19:50:19.800 +0100,Database of Religious History (DRH),0.3871477888909023,0.052915948233180375,1.0817927804640432e-15,0.0018785555019672315,2.1345994657105256e-14,0.006443595971423287,0.5516141102168339,1.1856705712194557e-09,1.086383580652226e-20
355,Paul the Apostle,35,Religious Group (v5),"Paul was a well-educated (i.e. elite) Jewish Pharisee who understood the Galilean teacher Jesus of Nazareth to be the ""Christ"" or Messiah predicted in the Hebrew Bible. He traveled throughout the Mediterranean, primarily to urban hubs, offering his unique interpretation of the Jewish scriptures, what he called ""pneumatic demonstrations,"" and details of his divinatory experiences to those with means to sponsor him as a religious specialist and self-styled ""apostle."" After leaving these urban areas, he would continue contact via formal letter writing. Some of these letters still survive and constitute our evidence for Paul's efforts. The degree to which the groups to whom he writes were bounded and cohesive is debated by scholars. These letters have also been preserved somewhat idiosyncratically and represent hundreds of years of editing and translation by various parties.",50,60,6,279,Robyn Walsh,41,Gretel Rodríguez,2016-08-14 07:00:00.000 +0200,2018-05-20 03:45:49.176 +0200,Database of Religious History (DRH),0.796955218250196,0.12466551563071249,4.4794937470277716e-15,3.6341196320421775e-08,0.00039622153547520187,0.06432965526431031,0.01365335297778949,3.156231952453184e-13,1.3657594806250373e-18
358,16th-17th c. Gauḍīya Vaiṣṇava Tradition,35,Religious Group (v5),"The Gauḍīya Vaiṣṇava tradition is a Hindu devotional tradition that originated in the Bengal region of India during the 16th century. The 16th-17th centuries were a particularly theologically formative and constructive time for this group. Most traditions considered ""Hindu"" view the collection of texts referred to as the śruti, or “that which is heard,” which includes the Vedic Saṃhitās and Upaniṣads as the most authoritative sacred texts. Among these, many, including the early Gauḍīya Vaiṣṇava theologians, attribute more authority to various texts belonging to the genre of smṛti, or “that which is remembered.” Among these texts, there is no more authoritative than the Bhāgavata Purāna.


Using the Bhāgavata Purāna as the basis for their theology, early Gauḍīya Vaiṣṇava theologians drew on a range of existing texts and traditions and used various hermeneutical strategies to develop and advocate for a path of devotion (bhakti-mārga) to Kṛṣṇa, the exclusive and supreme object of devotion (bhakti). They argue this path is superior to all other soteriological paths and the best means for realizing one’s true eternal nature (svarūpa), attaining the highest level of transcendental pleasure (ānanda), and achieving liberation from the cycle of birth and death (sāṃsāra). 

The starting point of the path of devotion is śraddhā, or ‘faith;’ the overarching goal of following the path is to attain premā, or ‘divine love’ for Kṛṣṇa; and the principal means of attaining premā consists of faithfully engaging in sādhana, a range of diverse regulated religious practices that systematically engage the mind and body in devotional acts. In the course and consequence of attaining the goal of premā, early Gauḍīya theologians reference and describe occurrences of devotees having what they refer to as a ‘direct perceptual experience’ (sākṣātkāra) of Kṛṣṇa relative to the devotee’s qualifications and devotional temperament.",1500,1699,620,343,Travis Chilcott,24,Travis Chilcott,2016-09-08 07:00:00.000 +0200,2024-06-11 13:16:37.320 +0200,Database of Religious History (DRH),0.9994743181944807,5.081740849608235e-13,1.3970452719748486e-16,7.99907136451167e-05,4.2305655236906895e-16,0.00044569106436250584,1.8202055612086845e-13,2.6820818930269555e-11,2.1777081727380084e-32
361,Classical Greek Religion,35,Religious Group (v5),Religious beliefs in Classical Greece as described in the sources listed with this entry.,-500,-300,588,334,Source: Osborne et al.,1,M. Willis Monroe,2016-09-15 07:00:00.000 +0200,2017-11-17 14:55:22.719 +0100,Database of Religious History (DRH),0.008803019640997436,7.752658125033091e-10,1.5418066704257468e-15,0.001655347804996204,2.52190561507567e-25,9.731688578028342e-14,0.9895416314543769,3.2426477128964403e-10,3.11450141234936e-21
374,Non-dual Śaiva Tantra,35,Religious Group (v5),"Non-dual Śaiva Tantra is an exegetical tradition that thrived in Kashmir from the 8th to 13th centuries and has left a lasting impression on Śaiva Tantra into today. The teachings reached their pinnacle with the work of Abhinavagupta, who combined mysticism and metaphysics into a cohesive system focused on mantra, meditation, and ritual practice in order to allow for the re-cognition of the self and the divine.",800,1600,496,361,Patricia Sauthoff,24,Travis Chilcott,2016-10-03 07:00:00.000 +0200,2017-11-17 14:55:22.727 +0100,Database of Religious History (DRH),0.01016716420979928,0.12394995102411213,0.06868902264276346,0.07351557785294711,0.0013808980293227252,2.28098096552579e-13,0.5307380009388387,0.08586610972868972,0.10569327557329888
381,Sikhism: Guru Nanak to Guru Arjan,35,Religious Group (v5),"The Early Sikh Community as created by Guru Nanak and lead by Gurus Angad, Amar Das, Ram Das, and Arjan.",1469,1606,481,346,Toby Braden Johnson,24,Travis Chilcott,2016-10-18 07:00:00.000 +0200,2017-11-17 14:55:22.734 +0100,Database of Religious History (DRH),1.8666911516467016e-05,0.004927786535085945,0.040942096130987024,0.054150239723875414,0.022141552645067158,1.329202365931632e-24,0.0005531267404830385,1.0040663480144572e-12,0.877266531311981
383,Varkaris,35,Religious Group (v5),"Varkari is a group of Vaishnava Hindus in the state of Maharashtra in India. God Viththala, an incarnation of Krishna at Pandharpur in Solapur district is their principal deity. The word Varkari means pilgrim, so the people going for pilgrimage to Pandharpur came to be known as Varkaris. Reference to the pilgrimage to Pandharpur are found in the Marathi Bhakti literature that flourished 13th century onward.
Medieval Bhakti movement of India had brought certain changes in the Hindu religious practices and also made a substantial  contribution to the vernacular literature. Dnyaneshwara and Namdeva in  the 13-14th  century are considered as a pioneer of this movement in Maharashtra. They were followed by many saints like Chokhamela, Eaknath and Tukaram from 13th to 17th century. The devotional songs composed by them are still sung and played in the houses and at religious congregations of the Hindus of Maharashtra. The movement also provided platform to subalterns.",1200,1700,649,354,Ravi Khangai,24,Travis Chilcott,2016-10-25 07:00:00.000 +0200,2017-11-17 14:55:22.737 +0100,Database of Religious History (DRH),0.003069891857067145,2.3893430817681014e-13,0.13553059475670307,0.12439896076238506,0.7355606213206153,3.3872710690027544e-13,0.001439110408874743,8.841932600759254e-14,8.208936886841247e-07
387,Ahmadi; Ahmadiyya Muslim Jama'at; Ahmadiya,35,Religious Group (v5),"Members of the Ahmadiyya Muslim Jama'at founded by Mirza Ghulam Ahmad of Qadian, India in 1889",1889,2016,652,385,Afzal Upal,24,Travis Chilcott,2016-11-10 07:00:00.000 +0100,2017-11-17 14:55:22.739 +0100,Database of Religious History (DRH),0.006821051973990176,0.1458258771953293,0.157262451059556,0.08800590349841463,0.22703925436106726,0.08062147180923494,0.013475309257536964,0.10181100389012387,0.17913767695474686
