entry_id,question_id,poll_name,question_short,answer_value,weight
23,2883,Religious Group (v5),murder coreligionists,1.0,1.0
23,2887,Religious Group (v5),honouring oaths,1.0,1.0
23,2898,Religious Group (v5),ritual observance,1.0,1.0
23,2930,Religious Group (v5),performance of rituals,1.0,1.0
23,2974,Religious Group (v5),disrespecting elders,1.0,1.0
23,2982,Religious Group (v5),conversion non-religionists,0.0,1.0
23,2861,Religious Group (v5),murder other religions,,1.0
23,2902,Religious Group (v5),non-lethal fighting,,1.0
23,2911,Religious Group (v5),lying,,1.0
23,2917,Religious Group (v5),laziness,,1.0
23,2921,Religious Group (v5),property crimes,,1.0
23,2923,Religious Group (v5),shirking risk,,1.0
23,2928,Religious Group (v5),prosocial norm adherence,,1.0
23,2939,Religious Group (v5),personal hygiene,,1.0
23,2942,Religious Group (v5),gossiping,,1.0
23,2962,Religious Group (v5),sorcery,,1.0
23,2970,Religious Group (v5),taboos,,1.0
23,2972,Religious Group (v5),murder other polities,,1.0
23,2978,Religious Group (v5),sex,,1.0
23,2985,Religious Group (v5),economic fairness,,1.0
173,2883,Religious Group (v5),murder coreligionists,,1.0
173,2887,Religious Group (v5),honouring oaths,,1.0
173,2898,Religious Group (v5),ritual observance,,1.0
173,2930,Religious Group (v5),performance of rituals,,1.0
173,2974,Religious Group (v5),disrespecting elders,,1.0
173,2982,Religious Group (v5),conversion non-religionists,,1.0
173,2861,Religious Group (v5),murder other religions,,1.0
173,2902,Religious Group (v5),non-lethal fighting,,1.0
173,2911,Religious Group (v5),lying,,1.0
173,2917,Religious Group (v5),laziness,,1.0
173,2921,Religious Group (v5),property crimes,,1.0
173,2923,Religious Group (v5),shirking risk,,1.0
173,2928,Religious Group (v5),prosocial norm adherence,,1.0
173,2939,Religious Group (v5),personal hygiene,,1.0
173,2942,Religious Group (v5),gossiping,,1.0
173,2962,Religious Group (v5),sorcery,,1.0
173,2970,Religious Group (v5),taboos,,1.0
173,2972,Religious Group (v5),murder other polities,,1.0
173,2978,Religious Group (v5),sex,,1.0
173,2985,Religious Group (v5),economic fairness,,1.0
174,2883,Religious Group (v5),murder coreligionists,1.0,1.0
174,2887,Religious Group (v5),honouring oaths,1.0,1.0
174,2898,Religious Group (v5),ritual observance,1.0,1.0
174,2930,Religious Group (v5),performance of rituals,1.0,1.0
174,2974,Religious Group (v5),disrespecting elders,1.0,1.0
174,2982,Religious Group (v5),conversion non-religionists,1.0,1.0
174,2861,Religious Group (v5),murder other religions,1.0,1.0
174,2902,Religious Group (v5),non-lethal fighting,1.0,1.0
174,2911,Religious Group (v5),lying,1.0,1.0
174,2917,Religious Group (v5),laziness,1.0,1.0
174,2921,Religious Group (v5),property crimes,1.0,1.0
174,2923,Religious Group (v5),shirking risk,1.0,1.0
174,2928,Religious Group (v5),prosocial norm adherence,1.0,1.0
174,2939,Religious Group (v5),personal hygiene,0.0,1.0
174,2942,Religious Group (v5),gossiping,1.0,1.0
174,2962,Religious Group (v5),sorcery,1.0,1.0
174,2970,Religious Group (v5),taboos,1.0,1.0
174,2972,Religious Group (v5),murder other polities,1.0,1.0
174,2978,Religious Group (v5),sex,1.0,1.0
174,2985,Religious Group (v5),economic fairness,0.0,1.0
176,2883,Religious Group (v5),murder coreligionists,1.0,1.0
176,2887,Religious Group (v5),honouring oaths,1.0,1.0
176,2898,Religious Group (v5),ritual observance,1.0,1.0
176,2930,Religious Group (v5),performance of rituals,1.0,1.0
176,2974,Religious Group (v5),disrespecting elders,1.0,1.0
176,2982,Religious Group (v5),conversion non-religionists,,1.0
176,2861,Religious Group (v5),murder other religions,0.0,1.0
176,2902,Religious Group (v5),non-lethal fighting,1.0,1.0
176,2911,Religious Group (v5),lying,1.0,1.0
176,2917,Religious Group (v5),laziness,1.0,1.0
176,2921,Religious Group (v5),property crimes,1.0,1.0
176,2923,Religious Group (v5),shirking risk,1.0,1.0
176,2928,Religious Group (v5),prosocial norm adherence,1.0,1.0
176,2939,Religious Group (v5),personal hygiene,1.0,1.0
176,2942,Religious Group (v5),gossiping,1.0,1.0
176,2962,Religious Group (v5),sorcery,1.0,1.0
176,2970,Religious Group (v5),taboos,1.0,1.0
176,2972,Religious Group (v5),murder other polities,0.0,1.0
176,2978,Religious Group (v5),sex,1.0,1.0
176,2985,Religious Group (v5),economic fairness,1.0,1.0
178,2883,Religious Group (v5),murder coreligionists,,1.0
178,2887,Religious Group (v5),honouring oaths,,1.0
178,2898,Religious Group (v5),ritual observance,1.0,1.0
178,2930,Religious Group (v5),performance of rituals,1.0,1.0
178,2974,Religious Group (v5),disrespecting elders,1.0,1.0
178,2982,Religious Group (v5),conversion non-religionists,,1.0
178,2861,Religious Group (v5),murder other religions,,1.0
178,2902,Religious Group (v5),non-lethal fighting,,1.0
178,2911,Religious Group (v5),lying,1.0,1.0
178,2917,Religious Group (v5),laziness,1.0,1.0
178,2921,Religious Group (v5),property crimes,1.0,1.0
178,2923,Religious Group (v5),shirking risk,1.0,1.0
178,2928,Religious Group (v5),prosocial norm adherence,1.0,1.0
178,2939,Religious Group (v5),personal hygiene,1.0,1.0
178,2942,Religious Group (v5),gossiping,,1.0
178,2962,Religious Group (v5),sorcery,,1.0
178,2970,Religious Group (v5),taboos,1.0,1.0
178,2972,Religious Group (v5),murder other polities,,1.0
178,2978,Religious Group (v5),sex,1.0,1.0
178,2985,Religious Group (v5),economic fairness,,1.0
180,2883,Religious Group (v5),murder coreligionists,,1.0
180,2887,Religious Group (v5),honouring oaths,,1.0
180,2898,Religious Group (v5),ritual observance,,1.0
180,2930,Religious Group (v5),performance of rituals,,1.0
180,2974,Religious Group (v5),disrespecting elders,,1.0
180,2982,Religious Group (v5),conversion non-religionists,,1.0
180,2861,Religious Group (v5),murder other religions,,1.0
180,2902,Religious Group (v5),non-lethal fighting,,1.0
180,2911,Religious Group (v5),lying,,1.0
180,2917,Religious Group (v5),laziness,,1.0
180,2921,Religious Group (v5),property crimes,,1.0
180,2923,Religious Group (v5),shirking risk,,1.0
180,2928,Religious Group (v5),prosocial norm adherence,0.0,1.0
180,2939,Religious Group (v5),personal hygiene,,1.0
180,2942,Religious Group (v5),gossiping,,1.0
180,2962,Religious Group (v5),sorcery,,1.0
180,2970,Religious Group (v5),taboos,,1.0
180,2972,Religious Group (v5),murder other polities,,1.0
180,2978,Religious Group (v5),sex,,1.0
180,2985,Religious Group (v5),economic fairness,,1.0
182,2883,Religious Group (v5),murder coreligionists,1.0,1.0
182,2887,Religious Group (v5),honouring oaths,0.0,1.0
182,2898,Religious Group (v5),ritual observance,1.0,1.0
182,2930,Religious Group (v5),performance of rituals,1.0,1.0
182,2974,Religious Group (v5),disrespecting elders,0.0,1.0
182,2982,Religious Group (v5),conversion non-religionists,1.0,1.0
182,2861,Religious Group (v5),murder other religions,1.0,1.0
182,2902,Religious Group (v5),non-lethal fighting,1.0,1.0
182,2911,Religious Group (v5),lying,1.0,1.0
182,2917,Religious Group (v5),laziness,1.0,1.0
182,2921,Religious Group (v5),property crimes,0.0,1.0
182,2923,Religious Group (v5),shirking risk,0.0,1.0
182,2928,Religious Group (v5),prosocial norm adherence,1.0,1.0
182,2939,Religious Group (v5),personal hygiene,0.0,1.0
182,2942,Religious Group (v5),gossiping,1.0,1.0
182,2962,Religious Group (v5),sorcery,1.0,1.0
182,2970,Religious Group (v5),taboos,0.0,1.0
182,2972,Religious Group (v5),murder other polities,1.0,1.0
182,2978,Religious Group (v5),sex,1.0,1.0
182,2985,Religious Group (v5),economic fairness,1.0,1.0
184,2883,Religious Group (v5),murder coreligionists,1.0,1.0
184,2887,Religious Group (v5),honouring oaths,,1.0
184,2898,Religious Group (v5),ritual observance,1.0,1.0
184,2930,Religious Group (v5),performance of rituals,1.0,1.0
184,2974,Religious Group (v5),disrespecting elders,1.0,1.0
184,2982,Religious Group (v5),conversion non-religionists,1.0,1.0
184,2861,Religious Group (v5),murder other religions,1.0,1.0
184,2902,Religious Group (v5),non-lethal fighting,1.0,1.0
184,2911,Religious Group (v5),lying,1.0,1.0
184,2917,Religious Group (v5),laziness,1.0,1.0
184,2921,Religious Group (v5),property crimes,1.0,1.0
184,2923,Religious Group (v5),shirking risk,1.0,1.0
184,2928,Religious Group (v5),prosocial norm adherence,1.0,1.0
184,2939,Religious Group (v5),personal hygiene,0.0,1.0
184,2942,Religious Group (v5),gossiping,1.0,1.0
184,2962,Religious Group (v5),sorcery,1.0,1.0
184,2970,Religious Group (v5),taboos,1.0,1.0
184,2972,Religious Group (v5),murder other polities,1.0,1.0
184,2978,Religious Group (v5),sex,1.0,1.0
184,2985,Religious Group (v5),economic fairness,1.0,1.0
185,2883,Religious Group (v5),murder coreligionists,1.0,1.0
185,2887,Religious Group (v5),honouring oaths,,1.0
185,2898,Religious Group (v5),ritual observance,1.0,1.0
185,2930,Religious Group (v5),performance of rituals,1.0,1.0
185,2974,Religious Group (v5),disrespecting elders,1.0,1.0
185,2982,Religious Group (v5),conversion non-religionists,1.0,1.0
185,2861,Religious Group (v5),murder other religions,1.0,1.0
185,2902,Religious Group (v5),non-lethal fighting,1.0,1.0
185,2911,Religious Group (v5),lying,1.0,1.0
185,2917,Religious Group (v5),laziness,1.0,1.0
185,2921,Religious Group (v5),property crimes,1.0,1.0
185,2923,Religious Group (v5),shirking risk,,1.0
185,2928,Religious Group (v5),prosocial norm adherence,1.0,1.0
185,2939,Religious Group (v5),personal hygiene,,1.0
185,2942,Religious Group (v5),gossiping,1.0,1.0
185,2962,Religious Group (v5),sorcery,,1.0
185,2970,Religious Group (v5),taboos,1.0,1.0
185,2972,Religious Group (v5),murder other polities,,1.0
185,2978,Religious Group (v5),sex,1.0,1.0
185,2985,Religious Group (v5),economic fairness,1.0,1.0
186,2883,Religious Group (v5),murder coreligionists,,1.0
186,2887,Religious Group (v5),honouring oaths,,1.0
186,2898,Religious Group (v5),ritual observance,,1.0
186,2930,Religious Group (v5),performance of rituals,1.0,1.0
186,2974,Religious Group (v5),disrespecting elders,,1.0
186,2982,Religious Group (v5),conversion non-religionists,,1.0
186,2861,Religious Group (v5),murder other religions,1.0,1.0
186,2902,Religious Group (v5),non-lethal fighting,,1.0
186,2911,Religious Group (v5),lying,1.0,1.0
186,2917,Religious Group (v5),laziness,,1.0
186,2921,Religious Group (v5),property crimes,1.0,1.0
186,2923,Religious Group (v5),shirking risk,,1.0
186,2928,Religious Group (v5),prosocial norm adherence,1.0,1.0
186,2939,Religious Group (v5),personal hygiene,,1.0
186,2942,Religious Group (v5),gossiping,,1.0
186,2962,Religious Group (v5),sorcery,,1.0
186,2970,Religious Group (v5),taboos,1.0,1.0
186,2972,Religious Group (v5),murder other polities,1.0,1.0
186,2978,Religious Group (v5),sex,1.0,1.0
186,2985,Religious Group (v5),economic fairness,,1.0
187,2883,Religious Group (v5),murder coreligionists,1.0,1.0
187,2887,Religious Group (v5),honouring oaths,,1.0
187,2898,Religious Group (v5),ritual observance,1.0,1.0
187,2930,Religious Group (v5),performance of rituals,,1.0
187,2974,Religious Group (v5),disrespecting elders,1.0,1.0
187,2982,Religious Group (v5),conversion non-religionists,,1.0
187,2861,Religious Group (v5),murder other religions,1.0,1.0
187,2902,Religious Group (v5),non-lethal fighting,,1.0
187,2911,Religious Group (v5),lying,,1.0
187,2917,Religious Group (v5),laziness,,1.0
187,2921,Religious Group (v5),property crimes,,1.0
187,2923,Religious Group (v5),shirking risk,1.0,1.0
187,2928,Religious Group (v5),prosocial norm adherence,1.0,1.0
187,2939,Religious Group (v5),personal hygiene,1.0,1.0
187,2942,Religious Group (v5),gossiping,,1.0
187,2962,Religious Group (v5),sorcery,,1.0
187,2970,Religious Group (v5),taboos,,1.0
187,2972,Religious Group (v5),murder other polities,1.0,1.0
187,2978,Religious Group (v5),sex,,1.0
187,2985,Religious Group (v5),economic fairness,,1.0
