entry_id,question_id,poll_name,question_short,answer_value,weight
23,2883,Religious Group (v5),murder coreligionists,1.0,1.0
23,2887,Religious Group (v5),honouring oaths,1.0,1.0
23,2898,Religious Group (v5),ritual observance,1.0,1.0
23,2930,Religious Group (v5),performance of rituals,1.0,1.0
23,2974,Religious Group (v5),disrespecting elders,1.0,1.0
23,2982,Religious Group (v5),conversion non-religionists,0.0,1.0
23,2899,Religious Group (v5),other elite loyalty,,1.0
23,2910,Religious Group (v5),is kin to elites,,1.0
23,2941,Religious Group (v5),is anthropomorphic,,1.0
23,2944,Religious Group (v5),is chthonic,,1.0
23,2948,Religious Group (v5),is sky deity,,1.0
23,2958,Religious Group (v5),is monarch fused,,1.0
23,2984,Religious Group (v5),is unquestionably good,,1.0
23,3192,Religious Group (v5),positive emotion,,1.0
23,3229,Religious Group (v5),negative emotion,,1.0
23,3233,Religious Group (v5),knowledge this world,,1.0
23,3247,Religious Group (v5),causal efficacy the world,,1.0
23,3283,Religious Group (v5),possesses hunger,,1.0
23,3288,Religious Group (v5),indirect causal efficacy the world,,1.0
23,3296,Religious Group (v5),communicates with living,,1.0
23,3328,Religious Group (v5),is monarch manifestation,,1.0
23,2861,Religious Group (v5),murder other religions,,1.0
23,2902,Religious Group (v5),non-lethal fighting,,1.0
23,2911,Religious Group (v5),lying,,1.0
23,2917,Religious Group (v5),laziness,,1.0
23,2921,Religious Group (v5),property crimes,,1.0
23,2923,Religious Group (v5),shirking risk,,1.0
23,2928,Religious Group (v5),prosocial norm adherence,,1.0
23,2939,Religious Group (v5),personal hygiene,,1.0
23,2942,Religious Group (v5),gossiping,,1.0
23,2962,Religious Group (v5),sorcery,,1.0
23,2970,Religious Group (v5),taboos,,1.0
23,2972,Religious Group (v5),murder other polities,,1.0
23,2978,Religious Group (v5),sex,,1.0
23,2985,Religious Group (v5),economic fairness,,1.0
23,3218,Religious Group (v5),permissible to worship other god?,,1.0
173,2883,Religious Group (v5),murder coreligionists,,1.0
173,2887,Religious Group (v5),honouring oaths,,1.0
173,2898,Religious Group (v5),ritual observance,,1.0
173,2930,Religious Group (v5),performance of rituals,,1.0
173,2974,Religious Group (v5),disrespecting elders,,1.0
173,2982,Religious Group (v5),conversion non-religionists,,1.0
173,2899,Religious Group (v5),other elite loyalty,0.0,1.0
173,2910,Religious Group (v5),is kin to elites,0.0,1.0
173,2941,Religious Group (v5),is anthropomorphic,1.0,1.0
173,2944,Religious Group (v5),is chthonic,0.0,1.0
173,2948,Religious Group (v5),is sky deity,1.0,1.0
173,2958,Religious Group (v5),is monarch fused,0.0,1.0
173,2984,Religious Group (v5),is unquestionably good,1.0,1.0
173,3192,Religious Group (v5),positive emotion,1.0,1.0
173,3229,Religious Group (v5),negative emotion,1.0,1.0
173,3233,Religious Group (v5),knowledge this world,1.0,1.0
173,3247,Religious Group (v5),causal efficacy the world,1.0,1.0
173,3283,Religious Group (v5),possesses hunger,0.0,1.0
173,3288,Religious Group (v5),indirect causal efficacy the world,1.0,1.0
173,3296,Religious Group (v5),communicates with living,1.0,1.0
173,3328,Religious Group (v5),is monarch manifestation,0.0,1.0
173,2861,Religious Group (v5),murder other religions,,1.0
173,2902,Religious Group (v5),non-lethal fighting,,1.0
173,2911,Religious Group (v5),lying,,1.0
173,2917,Religious Group (v5),laziness,,1.0
173,2921,Religious Group (v5),property crimes,,1.0
173,2923,Religious Group (v5),shirking risk,,1.0
173,2928,Religious Group (v5),prosocial norm adherence,,1.0
173,2939,Religious Group (v5),personal hygiene,,1.0
173,2942,Religious Group (v5),gossiping,,1.0
173,2962,Religious Group (v5),sorcery,,1.0
173,2970,Religious Group (v5),taboos,,1.0
173,2972,Religious Group (v5),murder other polities,,1.0
173,2978,Religious Group (v5),sex,,1.0
173,2985,Religious Group (v5),economic fairness,,1.0
173,3218,Religious Group (v5),permissible to worship other god?,,1.0
174,2883,Religious Group (v5),murder coreligionists,1.0,1.0
174,2887,Religious Group (v5),honouring oaths,1.0,1.0
174,2898,Religious Group (v5),ritual observance,1.0,1.0
174,2930,Religious Group (v5),performance of rituals,1.0,1.0
174,2974,Religious Group (v5),disrespecting elders,1.0,1.0
174,2982,Religious Group (v5),conversion non-religionists,1.0,1.0
174,2899,Religious Group (v5),other elite loyalty,0.0,1.0
174,2910,Religious Group (v5),is kin to elites,0.0,1.0
174,2941,Religious Group (v5),is anthropomorphic,1.0,1.0
174,2944,Religious Group (v5),is chthonic,0.0,1.0
174,2948,Religious Group (v5),is sky deity,1.0,1.0
174,2958,Religious Group (v5),is monarch fused,0.0,1.0
174,2984,Religious Group (v5),is unquestionably good,1.0,1.0
174,3192,Religious Group (v5),positive emotion,1.0,1.0
174,3229,Religious Group (v5),negative emotion,1.0,1.0
174,3233,Religious Group (v5),knowledge this world,1.0,1.0
174,3247,Religious Group (v5),causal efficacy the world,1.0,1.0
174,3283,Religious Group (v5),possesses hunger,0.0,1.0
174,3288,Religious Group (v5),indirect causal efficacy the world,1.0,1.0
174,3296,Religious Group (v5),communicates with living,1.0,1.0
174,3328,Religious Group (v5),is monarch manifestation,0.0,1.0
174,2861,Religious Group (v5),murder other religions,1.0,1.0
174,2902,Religious Group (v5),non-lethal fighting,1.0,1.0
174,2911,Religious Group (v5),lying,1.0,1.0
174,2917,Religious Group (v5),laziness,1.0,1.0
174,2921,Religious Group (v5),property crimes,1.0,1.0
174,2923,Religious Group (v5),shirking risk,1.0,1.0
174,2928,Religious Group (v5),prosocial norm adherence,1.0,1.0
174,2939,Religious Group (v5),personal hygiene,0.0,1.0
174,2942,Religious Group (v5),gossiping,1.0,1.0
174,2962,Religious Group (v5),sorcery,1.0,1.0
174,2970,Religious Group (v5),taboos,1.0,1.0
174,2972,Religious Group (v5),murder other polities,1.0,1.0
174,2978,Religious Group (v5),sex,1.0,1.0
174,2985,Religious Group (v5),economic fairness,0.0,1.0
174,3218,Religious Group (v5),permissible to worship other god?,0.0,1.0
176,2883,Religious Group (v5),murder coreligionists,1.0,1.0
176,2887,Religious Group (v5),honouring oaths,1.0,1.0
176,2898,Religious Group (v5),ritual observance,1.0,1.0
176,2930,Religious Group (v5),performance of rituals,1.0,1.0
176,2974,Religious Group (v5),disrespecting elders,1.0,1.0
176,2982,Religious Group (v5),conversion non-religionists,,1.0
176,2899,Religious Group (v5),other elite loyalty,1.0,1.0
176,2910,Religious Group (v5),is kin to elites,0.0,1.0
176,2941,Religious Group (v5),is anthropomorphic,0.0,1.0
176,2944,Religious Group (v5),is chthonic,1.0,1.0
176,2948,Religious Group (v5),is sky deity,0.0,1.0
176,2958,Religious Group (v5),is monarch fused,0.0,1.0
176,2984,Religious Group (v5),is unquestionably good,1.0,1.0
176,3192,Religious Group (v5),positive emotion,1.0,1.0
176,3229,Religious Group (v5),negative emotion,1.0,1.0
176,3233,Religious Group (v5),knowledge this world,1.0,1.0
176,3247,Religious Group (v5),causal efficacy the world,1.0,1.0
176,3283,Religious Group (v5),possesses hunger,0.0,1.0
176,3288,Religious Group (v5),indirect causal efficacy the world,1.0,1.0
176,3296,Religious Group (v5),communicates with living,1.0,1.0
176,3328,Religious Group (v5),is monarch manifestation,1.0,1.0
176,2861,Religious Group (v5),murder other religions,0.0,1.0
176,2902,Religious Group (v5),non-lethal fighting,1.0,1.0
176,2911,Religious Group (v5),lying,1.0,1.0
176,2917,Religious Group (v5),laziness,1.0,1.0
176,2921,Religious Group (v5),property crimes,1.0,1.0
176,2923,Religious Group (v5),shirking risk,1.0,1.0
176,2928,Religious Group (v5),prosocial norm adherence,1.0,1.0
176,2939,Religious Group (v5),personal hygiene,1.0,1.0
176,2942,Religious Group (v5),gossiping,1.0,1.0
176,2962,Religious Group (v5),sorcery,1.0,1.0
176,2970,Religious Group (v5),taboos,1.0,1.0
176,2972,Religious Group (v5),murder other polities,0.0,1.0
176,2978,Religious Group (v5),sex,1.0,1.0
176,2985,Religious Group (v5),economic fairness,1.0,1.0
176,3218,Religious Group (v5),permissible to worship other god?,0.0,1.0
178,2883,Religious Group (v5),murder coreligionists,,1.0
178,2887,Religious Group (v5),honouring oaths,,1.0
178,2898,Religious Group (v5),ritual observance,1.0,1.0
178,2930,Religious Group (v5),performance of rituals,1.0,1.0
178,2974,Religious Group (v5),disrespecting elders,1.0,1.0
178,2982,Religious Group (v5),conversion non-religionists,,1.0
178,2899,Religious Group (v5),other elite loyalty,,1.0
178,2910,Religious Group (v5),is kin to elites,,1.0
178,2941,Religious Group (v5),is anthropomorphic,1.0,1.0
178,2944,Religious Group (v5),is chthonic,,1.0
178,2948,Religious Group (v5),is sky deity,1.0,1.0
178,2958,Religious Group (v5),is monarch fused,,1.0
178,2984,Religious Group (v5),is unquestionably good,,1.0
178,3192,Religious Group (v5),positive emotion,,1.0
178,3229,Religious Group (v5),negative emotion,,1.0
178,3233,Religious Group (v5),knowledge this world,1.0,1.0
178,3247,Religious Group (v5),causal efficacy the world,,1.0
178,3283,Religious Group (v5),possesses hunger,,1.0
178,3288,Religious Group (v5),indirect causal efficacy the world,,1.0
178,3296,Religious Group (v5),communicates with living,,1.0
178,3328,Religious Group (v5),is monarch manifestation,,1.0
178,2861,Religious Group (v5),murder other religions,,1.0
178,2902,Religious Group (v5),non-lethal fighting,,1.0
178,2911,Religious Group (v5),lying,1.0,1.0
178,2917,Religious Group (v5),laziness,1.0,1.0
178,2921,Religious Group (v5),property crimes,1.0,1.0
178,2923,Religious Group (v5),shirking risk,1.0,1.0
178,2928,Religious Group (v5),prosocial norm adherence,1.0,1.0
178,2939,Religious Group (v5),personal hygiene,1.0,1.0
178,2942,Religious Group (v5),gossiping,,1.0
178,2962,Religious Group (v5),sorcery,,1.0
178,2970,Religious Group (v5),taboos,1.0,1.0
178,2972,Religious Group (v5),murder other polities,,1.0
178,2978,Religious Group (v5),sex,1.0,1.0
178,2985,Religious Group (v5),economic fairness,,1.0
178,3218,Religious Group (v5),permissible to worship other god?,,1.0
180,2883,Religious Group (v5),murder coreligionists,,1.0
180,2887,Religious Group (v5),honouring oaths,,1.0
180,2898,Religious Group (v5),ritual observance,,1.0
180,2930,Religious Group (v5),performance of rituals,,1.0
180,2974,Religious Group (v5),disrespecting elders,,1.0
180,2982,Religious Group (v5),conversion non-religionists,,1.0
180,2899,Religious Group (v5),other elite loyalty,,1.0
180,2910,Religious Group (v5),is kin to elites,,1.0
180,2941,Religious Group (v5),is anthropomorphic,1.0,1.0
180,2944,Religious Group (v5),is chthonic,,1.0
180,2948,Religious Group (v5),is sky deity,1.0,1.0
180,2958,Religious Group (v5),is monarch fused,,1.0
180,2984,Religious Group (v5),is unquestionably good,,1.0
180,3192,Religious Group (v5),positive emotion,,1.0
180,3229,Religious Group (v5),negative emotion,,1.0
180,3233,Religious Group (v5),knowledge this world,1.0,1.0
180,3247,Religious Group (v5),causal efficacy the world,,1.0
180,3283,Religious Group (v5),possesses hunger,,1.0
180,3288,Religious Group (v5),indirect causal efficacy the world,,1.0
180,3296,Religious Group (v5),communicates with living,,1.0
180,3328,Religious Group (v5),is monarch manifestation,,1.0
180,2861,Religious Group (v5),murder other religions,,1.0
180,2902,Religious Group (v5),non-lethal fighting,,1.0
180,2911,Religious Group (v5),lying,,1.0
180,2917,Religious Group (v5),laziness,,1.0
180,2921,Religious Group (v5),property crimes,,1.0
180,2923,Religious Group (v5),shirking risk,,1.0
180,2928,Religious Group (v5),prosocial norm adherence,0.0,1.0
180,2939,Religious Group (v5),personal hygiene,,1.0
180,2942,Religious Group (v5),gossiping,,1.0
180,2962,Religious Group (v5),sorcery,,1.0
180,2970,Religious Group (v5),taboos,,1.0
180,2972,Religious Group (v5),murder other polities,,1.0
180,2978,Religious Group (v5),sex,,1.0
180,2985,Religious Group (v5),economic fairness,,1.0
180,3218,Religious Group (v5),permissible to worship other god?,,1.0
